REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,Value
SVN,Slovenia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2.4
SVN,Slovenia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,4.1
SVN,Slovenia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.5
SVN,Slovenia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,3.0
SVN,Slovenia,COMM_ASSETS,Communication assets,,,IDX,Index,2.7
SVN,Slovenia,DENGUE,Dengue,,,IDX,Index,0.0
SVN,Slovenia,EDUCATION,Education,,,IDX,Index,0.8
SVN,Slovenia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
SVN,Slovenia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.8
SVN,Slovenia,HEATWAVES,Heatwaves,,,IDX,Index,6.9
SVN,Slovenia,MALARIA,Malaria,,,IDX,Index,0.0
SVN,Slovenia,MAT_HEALTH,Maternal health,,,IDX,Index,1.1
SVN,Slovenia,POLLUTION_AIR,Air pollution,,,IDX,Index,4.4
SVN,Slovenia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,2.3
SVN,Slovenia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,2.1
SVN,Slovenia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,2.2
"SVN,Slovenia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,2.6"
SVN,Slovenia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,1.2
SVN,Slovenia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,3.8
SVN,Slovenia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SVN,Slovenia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.5
"SVN,Slovenia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.1"
SVN,Slovenia,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
SVN,Slovenia,ZIKA,Zika,,,IDX,Index,0.0
SWE,Sweden,AEDES,Aedes,,,IDX,Index,0.0
SWE,Sweden,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,1.8
SWE,Sweden,CHLD_HEALTH,Child health,,,IDX,Index,0.6
SWE,Sweden,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,0.8
SWE,Sweden,CHLD_NUTRITION,Child nutrition,,,IDX,Index,1.6
SWE,Sweden,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,0.7
SWE,Sweden,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,2.8
SWE,Sweden,COMM_ASSETS,Communication assets,,,IDX,Index,2.5
SWE,Sweden,DENGUE,Dengue,,,IDX,Index,0.0
SWE,Sweden,EDUCATION,Education,,,IDX,Index,0.1
SWE,Sweden,FLOODS_COASTAL,Coastal floods,,,IDX,Index,2.2
SWE,Sweden,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,3.3
SWE,Sweden,HEATWAVES,Heatwaves,,,IDX,Index,7.3
SWE,Sweden,MALARIA,Malaria,,,IDX,Index,0.0
SWE,Sweden,MAT_HEALTH,Maternal health,,,IDX,Index,0.1
SWE,Sweden,POLLUTION_AIR,Air pollution,,,IDX,Index,2.4
SWE,Sweden,POLLUTION_LEAD,Lead pollution,,,IDX,Index,2.9
SWE,Sweden,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,1.0
SWE,Sweden,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,2.0
"SWE,Sweden,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,1.7"
SWE,Sweden,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,2.5
SWE,Sweden,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,0
SWE,Sweden,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SWE,Sweden,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"SWE,Sweden,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
SWE,Sweden,WATER_SCARCITY,Water scarcity,,,IDX,Index,2.4
SWE,Sweden,ZIKA,Zika,,,IDX,Index,0.0
SWZ,Eswatini,AEDES,Aedes,,,IDX,Index,7.0
SWZ,Eswatini,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.2
SWZ,Eswatini,CHLD_HEALTH,Child health,,,IDX,Index,5.1
SWZ,Eswatini,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,6.4
SWZ,Eswatini,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.7
SWZ,Eswatini,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,6.6
SWZ,Eswatini,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,3.4
SWZ,Eswatini,COMM_ASSETS,Communication assets,,,IDX,Index,7.1
SWZ,Eswatini,DENGUE,Dengue,,,IDX,Index,3.8
SWZ,Eswatini,EDUCATION,Education,,,IDX,Index,3
SWZ,Eswatini,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
SWZ,Eswatini,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.0
SWZ,Eswatini,HEATWAVES,Heatwaves,,,IDX,Index,0.0
SWZ,Eswatini,MALARIA,Malaria,,,IDX,Index,3.6
SWZ,Eswatini,MAT_HEALTH,Maternal health,,,IDX,Index,7.4
SWZ,Eswatini,POLLUTION_AIR,Air pollution,,,IDX,Index,3.9
SWZ,Eswatini,POLLUTION_LEAD,Lead pollution,,,IDX,Index,8.9
SWZ,Eswatini,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,4.5
SWZ,Eswatini,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.3
"SWZ,Eswatini,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.8"
SWZ,Eswatini,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,10
SWZ,Eswatini,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,6.2
SWZ,Eswatini,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SWZ,Eswatini,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,4.4
"SWZ,Eswatini,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9"
SWZ,Eswatini,WATER_SCARCITY,Water scarcity,,,IDX,Index,4.4
SWZ,Eswatini,ZIKA,Zika,,,IDX,Index,2.1
SYR,Syrian Arab Republic,AEDES,Aedes,,,IDX,Index,8.0
SYR,Syrian Arab Republic,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.8
SYR,Syrian Arab Republic,CHLD_HEALTH,Child health,,,IDX,Index,6.3
SYR,Syrian Arab Republic,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,6.5
SYR,Syrian Arab Republic,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.5
SYR,Syrian Arab Republic,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,4.2
SYR,Syrian Arab Republic,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.3
SYR,Syrian Arab Republic,COMM_ASSETS,Communication assets,,,IDX,Index,3.8
SYR,Syrian Arab Republic,DENGUE,Dengue,,,IDX,Index,4.3
SYR,Syrian Arab Republic,EDUCATION,Education,,,IDX,Index,x
SYR,Syrian Arab Republic,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
SYR,Syrian Arab Republic,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.5
SYR,Syrian Arab Republic,HEATWAVES,Heatwaves,,,IDX,Index,0.0
SYR,Syrian Arab Republic,MALARIA,Malaria,,,IDX,Index,0.6
SYR,Syrian Arab Republic,MAT_HEALTH,Maternal health,,,IDX,Index,4.7
SYR,Syrian Arab Republic,POLLUTION_AIR,Air pollution,,,IDX,Index,7.7
SYR,Syrian Arab Republic,POLLUTION_LEAD,Lead pollution,,,IDX,Index,8.3
SYR,Syrian Arab Republic,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,7.6
SYR,Syrian Arab Republic,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.0
"SYR,Syrian Arab Republic,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.8"
SYR,Syrian Arab Republic,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
SYR,Syrian Arab Republic,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,x
SYR,Syrian Arab Republic,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SYR,Syrian Arab Republic,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,4.6
"SYR,Syrian Arab Republic,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,2.3"
SYR,Syrian Arab Republic,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.6
SYR,Syrian Arab Republic,ZIKA,Zika,,,IDX,Index,3.1
TCD,Chad,AEDES,Aedes,,,IDX,Index,9.8
TCD,Chad,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,8.5
TCD,Chad,CHLD_HEALTH,Child health,,,IDX,Index,10
TCD,Chad,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,9.9
TCD,Chad,CHLD_NUTRITION,Child nutrition,,,IDX,Index,10
TCD,Chad,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,9.4
TCD,Chad,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.0
TCD,Chad,COMM_ASSETS,Communication assets,,,IDX,Index,10.0
TCD,Chad,DENGUE,Dengue,,,IDX,Index,8.6
TCD,Chad,EDUCATION,Education,,,IDX,Index,8.6
TCD,Chad,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
TCD,Chad,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,9.3
TCD,Chad,HEATWAVES,Heatwaves,,,IDX,Index,4.1
TCD,Chad,MALARIA,Malaria,,,IDX,Index,7.0
TCD,Chad,MAT_HEALTH,Maternal health,,,IDX,Index,9.6
TCD,Chad,POLLUTION_AIR,Air pollution,,,IDX,Index,10.0
TCD,Chad,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.9
TCD,Chad,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,0.0
TCD,Chad,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.4
"TCD,Chad,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,9.0"
TCD,Chad,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,8.5
TCD,Chad,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.6
TCD,Chad,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
TCD,Chad,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.2
"TCD,Chad,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,10"
TCD,Chad,WATER_SCARCITY,Water scarcity,,,IDX,Index,7.0
TCD,Chad,ZIKA,Zika,,,IDX,Index,5.5
TGO,Togo,AEDES,Aedes,,,IDX,Index,9.5
TGO,Togo,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.6
TGO,Togo,CHLD_HEALTH,Child health,,,IDX,Index,6.1
TGO,Togo,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.7
TGO,Togo,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.4
TGO,Togo,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.3
TGO,Togo,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.8
TGO,Togo,COMM_ASSETS,Communication assets,,,IDX,Index,8.5
TGO,Togo,DENGUE,Dengue,,,IDX,Index,9.6
TGO,Togo,EDUCATION,Education,,,IDX,Index,3.4
TGO,Togo,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
TGO,Togo,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.6
TGO,Togo,HEATWAVES,Heatwaves,,,IDX,Index,7.7
TGO,Togo,MALARIA,Malaria,,,IDX,Index,5.5
TGO,Togo,MAT_HEALTH,Maternal health,,,IDX,Index,8.7
TGO,Togo,POLLUTION_AIR,Air pollution,,,IDX,Index,9.6
TGO,Togo,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.4
TGO,Togo,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,7.1
TGO,Togo,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.5
"TGO,Togo,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,8.1"
TGO,Togo,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,8.6
TGO,Togo,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.2
TGO,Togo,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
TGO,Togo,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.6
"TGO,Togo,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.9"
TGO,Togo,WATER_SCARCITY,Water scarcity,,,IDX,Index,2.6
TGO,Togo,ZIKA,Zika,,,IDX,Index,8.0
THA,Thailand,AEDES,Aedes,,,IDX,Index,9.6
THA,Thailand,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,6.2
THA,Thailand,CHLD_HEALTH,Child health,,,IDX,Index,1.5
THA,Thailand,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.9
THA,Thailand,CHLD_NUTRITION,Child nutrition,,,IDX,Index,5.3
THA,Thailand,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.3
THA,Thailand,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,8.4
THA,Thailand,COMM_ASSETS,Communication assets,,,IDX,Index,0.5
THA,Thailand,DENGUE,Dengue,,,IDX,Index,10.0
THA,Thailand,EDUCATION,Education,,,IDX,Index,0.6
THA,Thailand,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
THA,Thailand,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,9.2
THA,Thailand,HEATWAVES,Heatwaves,,,IDX,Index,7.9
THA,Thailand,MALARIA,Malaria,,,IDX,Index,7.6
THA,Thailand,MAT_HEALTH,Maternal health,,,IDX,Index,4.8
THA,Thailand,POLLUTION_AIR,Air pollution,,,IDX,Index,8.8
THA,Thailand,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.8
THA,Thailand,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,7.9
THA,Thailand,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,6.3
"THA,Thailand,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.5"
THA,Thailand,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.3
THA,Thailand,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,6.6
THA,Thailand,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,4.1
THA,Thailand,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,9.3
"THA,Thailand,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,1"
THA,Thailand,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.1
THA,Thailand,ZIKA,Zika,,,IDX,Index,9.4
TJK,Tajikistan,AEDES,Aedes,,,IDX,Index,6.6
TJK,Tajikistan,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.4
TJK,Tajikistan,CHLD_HEALTH,Child health,,,IDX,Index,2.8
TJK,Tajikistan,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.8
TJK,Tajikistan,CHLD_NUTRITION,Child nutrition,,,IDX,Index,4.1
TJK,Tajikistan,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,3.6
TJK,Tajikistan,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.7
TJK,Tajikistan,COMM_ASSETS,Communication assets,,,IDX,Index,3.0
TJK,Tajikistan,DENGUE,Dengue,,,IDX,Index,4.1
TJK,Tajikistan,EDUCATION,Education,,,IDX,Index,0.5
TJK,Tajikistan,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
TJK,Tajikistan,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.8
TJK,Tajikistan,HEATWAVES,Heatwaves,,,IDX,Index,8.3
TJK,Tajikistan,MALARIA,Malaria,,,IDX,Index,5.4
TJK,Tajikistan,MAT_HEALTH,Maternal health,,,IDX,Index,4.5
TJK,Tajikistan,POLLUTION_AIR,Air pollution,,,IDX,Index,9.6
TJK,Tajikistan,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.4
TJK,Tajikistan,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,5.5
TJK,Tajikistan,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.0
"TJK,Tajikistan,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.1"
TJK,Tajikistan,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,4.5
TJK,Tajikistan,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.9
TJK,Tajikistan,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
TJK,Tajikistan,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,5.3
"TJK,Tajikistan,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,5"
TJK,Tajikistan,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.3
TJK,Tajikistan,ZIKA,Zika,,,IDX,Index,4.7
TKM,Turkmenistan,AEDES,Aedes,,,IDX,Index,5.3
TKM,Turkmenistan,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.6
TKM,Turkmenistan,CHLD_HEALTH,Child health,,,IDX,Index,3
TKM,Turkmenistan,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.6
TKM,Turkmenistan,CHLD_NUTRITION,Child nutrition,,,IDX,Index,2.8
TKM,Turkmenistan,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.0
TKM,Turkmenistan,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.5
TKM,Turkmenistan,COMM_ASSETS,Communication assets,,,IDX,Index,1.3
TKM,Turkmenistan,DENGUE,Dengue,,,IDX,Index,0.8
TKM,Turkmenistan,EDUCATION,Education,,,IDX,Index,1.2
TKM,Turkmenistan,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
TKM,Turkmenistan,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.3
TKM,Turkmenistan,HEATWAVES,Heatwaves,,,IDX,Index,9.0
TKM,Turkmenistan,MALARIA,Malaria,,,IDX,Index,2.0
TKM,Turkmenistan,MAT_HEALTH,Maternal health,,,IDX,Index,4.9
TKM,Turkmenistan,POLLUTION_AIR,Air pollution,,,IDX,Index,9.4
TKM,Turkmenistan,POLLUTION_LEAD,Lead pollution,,,IDX,Index,4.1
TKM,Turkmenistan,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,6.1
TKM,Turkmenistan,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,5.2
"TKM,Turkmenistan,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.0"
TKM,Turkmenistan,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
TKM,Turkmenistan,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,4.7
TKM,Turkmenistan,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
TKM,Turkmenistan,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2.3
"TKM,Turkmenistan,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
TKM,Turkmenistan,WATER_SCARCITY,Water scarcity,,,IDX,Index,9.4
TKM,Turkmenistan,ZIKA,Zika,,,IDX,Index,0.0
TUN,Tunisia,AEDES,Aedes,,,IDX,Index,6.8
TUN,Tunisia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.6
TUN,Tunisia,CHLD_HEALTH,Child health,,,IDX,Index,1.5
TUN,Tunisia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.2
TUN,Tunisia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,3.8
TUN,Tunisia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.5
TUN,Tunisia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.5
TUN,Tunisia,COMM_ASSETS,Communication assets,,,IDX,Index,2.5
TUN,Tunisia,DENGUE,Dengue,,,IDX,Index,3.9
TUN,Tunisia,EDUCATION,Education,,,IDX,Index,0.7
TUN,Tunisia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
TUN,Tunisia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.6
TUN,Tunisia,HEATWAVES,Heatwaves,,,IDX,Index,3.6
TUN,Tunisia,MALARIA,Malaria,,,IDX,Index,0.0
TUN,Tunisia,MAT_HEALTH,Maternal health,,,IDX,Index,4.3
TUN,Tunisia,POLLUTION_AIR,Air pollution,,,IDX,Index,6.2
TUN,Tunisia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,5.8
TUN,Tunisia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,5.1
TUN,Tunisia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,5.5
"TUN,Tunisia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.3"
TUN,Tunisia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.1
TUN,Tunisia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.3
TUN,Tunisia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
TUN,Tunisia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,3.2
"TUN,Tunisia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,1.6"
TUN,Tunisia,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.5
TUN,Tunisia,ZIKA,Zika,,,IDX,Index,0.0
TUR,The Republic of Turkey,AEDES,Aedes,,,IDX,Index,6.8
TUR,The Republic of Turkey,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.4
TUR,The Republic of Turkey,CHLD_HEALTH,Child health,,,IDX,Index,1.3
TUR,The Republic of Turkey,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,4.5
TUR,The Republic of Turkey,CHLD_NUTRITION,Child nutrition,,,IDX,Index,7.6
TUR,The Republic of Turkey,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.7
TUR,The Republic of Turkey,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.8
TUR,The Republic of Turkey,COMM_ASSETS,Communication assets,,,IDX,Index,3.5
TUR,The Republic of Turkey,DENGUE,Dengue,,,IDX,Index,5.3
TUR,The Republic of Turkey,EDUCATION,Education,,,IDX,Index,1.2
TUR,The Republic of Turkey,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
TUR,The Republic of Turkey,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.8
TUR,The Republic of Turkey,HEATWAVES,Heatwaves,,,IDX,Index,7.0
TUR,The Republic of Turkey,MALARIA,Malaria,,,IDX,Index,2.4
TUR,The Republic of Turkey,MAT_HEALTH,Maternal health,,,IDX,Index,4.5
TUR,The Republic of Turkey,POLLUTION_AIR,Air pollution,,,IDX,Index,7.1
TUR,The Republic of Turkey,POLLUTION_LEAD,Lead pollution,,,IDX,Index,5.1
TUR,The Republic of Turkey,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,9.2
TUR,The Republic of Turkey,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.7
"TUR,The Republic of Turkey,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.6"
TUR,The Republic of Turkey,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,4.9
TUR,The Republic of Turkey,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5.5
TUR,The Republic of Turkey,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
TUR,The Republic of Turkey,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,4.7
"TUR,The Republic of Turkey,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.6"
TUR,The Republic of Turkey,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.5
TUR,The Republic of Turkey,ZIKA,Zika,,,IDX,Index,3.5
TZA,United Republic of Tanzania,AEDES,Aedes,,,IDX,Index,9.4
TZA,United Republic of Tanzania,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,6.7
TZA,United Republic of Tanzania,CHLD_HEALTH,Child health,,,IDX,Index,4.1
TZA,United Republic of Tanzania,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.1
TZA,United Republic of Tanzania,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.1
TZA,United Republic of Tanzania,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.2
TZA,United Republic of Tanzania,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.2
TZA,United Republic of Tanzania,COMM_ASSETS,Communication assets,,,IDX,Index,9.0
TZA,United Republic of Tanzania,DENGUE,Dengue,,,IDX,Index,8.7
TZA,United Republic of Tanzania,EDUCATION,Education,,,IDX,Index,5.6
TZA,United Republic of Tanzania,FLOODS_COASTAL,Coastal floods,,,IDX,Index,6.3
TZA,United Republic of Tanzania,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.5
TZA,United Republic of Tanzania,HEATWAVES,Heatwaves,,,IDX,Index,7.4
TZA,United Republic of Tanzania,MALARIA,Malaria,,,IDX,Index,5.8
TZA,United Republic of Tanzania,MAT_HEALTH,Maternal health,,,IDX,Index,9.1
TZA,United Republic of Tanzania,POLLUTION_AIR,Air pollution,,,IDX,Index,3.9
TZA,United Republic of Tanzania,POLLUTION_LEAD,Lead pollution,,,IDX,Index,8.6
TZA,United Republic of Tanzania,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,2.5
TZA,United Republic of Tanzania,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,6.5
"TZA,United Republic of Tanzania,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.7"
